id_alumne,any_matriculacio_assig,id_enseny,id_assig,tipus_apunt,qual,nota_primera_conv,nota_segona_conv
3,2010,G1055,362442,Ordinari,Aprovat,5.6,0
3,2010,G1055,362443,Ordinari,No presentat,0,0
3,2010,G1055,362444,Ordinari,Suspens,3.5,5.9
3,2010,G1055,362449,Ordinari,Aprovat,6.1,0
3,2010,G1055,362450,Ordinari,Aprovat,5.5,0
3,2010,G1055,362451,Ordinari,Aprovat,5.7,0
3,2011,G1055,362441,Ordinari,No presentat,0,0
3,2011,G1055,362443,Ordinari,No presentat,0,0
3,2011,G1055,362446,Ordinari,Notable,7,0
3,2011,G1055,362447,Ordinari,No presentat,0,0
3,2011,G1055,362448,Ordinari,No presentat,0,0
3,2011,G1055,362452,Ordinari,Suspens,2.5,0
3,2011,G1055,362458,Ordinari,Aprovat,5.5,0
3,2012,G1055,362441,Ordinari,Aprovat,6.7,0
3,2012,G1055,362447,Ordinari,Aprovat,5.1,0
3,2012,G1055,362448,Ordinari,Aprovat,5,0
19,2009,G1055,362441,Ordinari,No presentat,0,0
19,2009,G1055,362443,Ordinari,No presentat,0,0
19,2009,G1055,362444,Ordinari,No presentat,0,0
19,2009,G1055,362449,Ordinari,No presentat,0,0
19,2009,G1055,362450,Ordinari,No presentat,0,0
28,2013,G1055,362441,Ordinari,No presentat,0,0
28,2013,G1055,362444,Ordinari,No presentat,0,0
28,2013,G1055,362446,Ordinari,No presentat,0,0
32,2011,G1055,362441,Ordinari,Notable,7.7,0
32,2011,G1055,362443,Ordinari,Aprovat,5.2,0
32,2011,G1055,362444,Ordinari,Aprovat,5,0
32,2011,G1055,362449,Ordinari,Aprovat,5.6,0
32,2011,G1055,362450,Ordinari,Aprovat,5,0
32,2012,G1055,362442,Ordinari,Suspens,3.5,0
32,2012,G1055,362446,Ordinari,Suspens,3.5,0
32,2012,G1055,362447,Ordinari,Aprovat,5,0
32,2012,G1055,362448,Ordinari,Suspens,3.9,0
32,2012,G1055,362451,Ordinari,Aprovat,6,0
32,2013,G1055,362442,Ordinari,Aprovat,6.5,0
32,2013,G1055,362446,Ordinari,Aprovat,5,0
32,2013,G1055,362448,Ordinari,Aprovat,5,0
32,2013,G1055,362456,Ordinari,Aprovat,5.5,0
32,2014,G1055,362452,Ordinari,Suspens,3.6,0
32,2014,G1055,362453,Ordinari,Aprovat,5,0
32,2014,G1055,362454,Ordinari,Aprovat,6,0
32,2014,G1055,362459,Ordinari,Notable,7,0
32,2014,G1055,362469,Ordinari,Aprovat,5,0
34,2012,G1055,362442,Ordinari,Notable,7,0
34,2012,G1055,362444,Ordinari,Matrícula d'Honor,10,0
34,2012,G1055,362447,Ordinari,Matrícula d'Honor,9,0
34,2012,G1055,362449,Ordinari,Matrícula d'Honor,9.3,0
34,2012,G1055,362451,Ordinari,Excel·lent,9,0
34,2013,G1055,362441,Reconeixement d'estudis previs,,0,0
34,2013,G1055,362443,Reconeixement d'estudis previs,Notable,8,0
34,2013,G1055,362446,Ordinari,Notable,7,0
34,2013,G1055,362448,Ordinari,Excel·lent,9,0
34,2013,G1055,362450,Ordinari,Aprovat,6.5,0
34,2013,G1055,362452,Ordinari,Notable,7.5,0
34,2013,G1055,362456,Ordinari,Notable,7.5,0
34,2013,G1055,362458,Ordinari,Excel·lent,9,0
34,2013,G1055,362459,Reconeixement d'estudis previs,Aprovat,6,0
34,2013,G1055,362465,Reconeixement d'estudis previs,Aprovat,6,0
34,2013,G1055,362471,Reconeixement d'estudis previs,Aprovat,6,0
34,2014,G1055,362453,Ordinari,Matrícula d'Honor,9.3,0
34,2014,G1055,362454,Ordinari,Aprovat,5.4,0
34,2014,G1055,362461,Ordinari,Excel·lent,9.5,0
34,2014,G1055,362469,Ordinari,Notable,8,0
34,2014,G1055,399004,Reconeixement de crèdits,,0,0
35,2010,G1055,362441,Reconeixement d'estudis previs,,0,0
35,2010,G1055,362442,Ordinari,Suspens,1.1,0
35,2010,G1055,362443,Reconeixement d'estudis previs,Notable,8,0
35,2010,G1055,362444,Reconeixement d'estudis previs,Notable,8,0
35,2010,G1055,362446,Ordinari,No presentat,0,0
35,2010,G1055,362447,Ordinari,No presentat,0,2.8
35,2010,G1055,362448,Ordinari,Suspens,3.5,5
35,2010,G1055,362449,Ordinari,Aprovat,5.9,0
35,2010,G1055,362450,Ordinari,Excel·lent,9,0
35,2010,G1055,362451,Reconeixement d'estudis previs,Aprovat,6,0
35,2010,G1055,362465,Reconeixement d'estudis previs,Notable,8,0
35,2010,G1055,362471,Reconeixement d'estudis previs,Notable,8.5,0
35,2010,G1055,362472,Reconeixement d'estudis previs,Notable,8,0
35,2011,G1055,362442,Ordinari,Notable,7.1,0
35,2011,G1055,362446,Reconeixement d'estudis previs,Notable,8,0
35,2011,G1055,362447,Ordinari,Notable,7,0
35,2011,G1055,362453,Ordinari,Notable,7.9,0
35,2011,G1055,362456,Ordinari,No presentat,0,0
35,2011,G1055,362458,Ordinari,Aprovat,6.5,0
35,2011,G1055,362459,Ordinari,Notable,7,0
35,2011,G1055,362461,Ordinari,Notable,7,0
35,2011,G1055,362466,Reconeixement d'estudis previs,Notable,7.3,0
35,2011,G1055,362467,Reconeixement d'estudis previs,Notable,7.3,0
35,2012,G1055,362452,Ordinari,Notable,8,0
35,2012,G1055,362454,Ordinari,No presentat,0,0
35,2012,G1055,362456,Ordinari,Notable,8.5,0
35,2012,G1055,362460,Ordinari,Notable,8.2,0
35,2012,G1055,362463,Ordinari,Notable,7.4,0
35,2012,G1055,362469,Ordinari,Notable,7,0
35,2012,G1055,362470,Ordinari,Aprovat,6,0
35,2013,G1055,362474,Reconeixement d'estudis previs,Excel·lent,9,0
35,2013,G1055,362490,Reconeixement d'estudis previs,Aprovat,6,0
35,2014,G1055,362454,Ordinari,Aprovat,6,0
35,2014,G1055,362457,Ordinari,Notable,8.9,0
35,2014,G1055,362462,Ordinari,No presentat,0,0
35,2014,G1055,362464,Ordinari,Suspens,0,0
35,2014,G1055,362468,Ordinari,Notable,7.5,0
35,2014,G1055,362495,Ordinari,Aprovat,6.1,0
35,2014,G1055,362507,Ordinari,Suspens,2,0
35,2014,G1055,399101,Ordinari,Notable,7.7,0
45,2011,G1055,362441,Ordinari,Notable,8.3,0
45,2011,G1055,362442,Ordinari,Notable,8.3,0
45,2011,G1055,362443,Ordinari,Notable,7,0
45,2011,G1055,362444,Ordinari,Excel·lent,9,0
45,2011,G1055,362449,Ordinari,Notable,7.7,0
45,2012,G1055,362446,Ordinari,Aprovat,6.8,0
45,2012,G1055,362447,Ordinari,Aprovat,5.4,0
45,2012,G1055,362448,Ordinari,Aprovat,6,0
45,2012,G1055,362450,Ordinari,Aprovat,6.5,0
45,2012,G1055,362451,Ordinari,Aprovat,5.2,0
45,2013,G1055,362452,Ordinari,Notable,7,0
45,2013,G1055,362454,Ordinari,Suspens,2,0
45,2013,G1055,362458,Ordinari,No presentat,0,0
45,2013,G1055,362459,Ordinari,No presentat,0,0
48,2011,G1055,362441,Reconeixement d'estudis previs,Notable,8,0
48,2011,G1055,362442,Reconeixement d'estudis previs,Excel·lent,9,0
48,2011,G1055,362443,Reconeixement d'estudis previs,Aprovat,5.3,0
48,2011,G1055,362444,Reconeixement d'estudis previs,Notable,8,0
48,2011,G1055,362447,Ordinari,Aprovat,5.3,0
48,2011,G1055,362448,Ordinari,Notable,7,0
48,2011,G1055,362449,Ordinari,Aprovat,5.5,0
48,2011,G1055,362450,Ordinari,Notable,7.2,0
48,2011,G1055,362451,Ordinari,Aprovat,5.6,0
48,2011,G1055,362506,Reconeixement d'estudis previs,Notable,7.4,0
48,2012,G1055,362446,Ordinari,Aprovat,6,0
48,2012,G1055,362452,Ordinari,Notable,7,0
48,2012,G1055,362453,Ordinari,Aprovat,6.5,0
48,2012,G1055,362454,Ordinari,Aprovat,6,0
48,2012,G1055,362456,Ordinari,Aprovat,6,0
48,2012,G1055,362458,Ordinari,Aprovat,5.5,0
48,2012,G1055,362459,Ordinari,Notable,7.7,0
48,2012,G1055,362461,Ordinari,Notable,7,0
48,2012,G1055,362469,Ordinari,Aprovat,6.5,0
48,2013,G1055,362460,Ordinari,Aprovat,5.6,0
48,2013,G1055,362462,Ordinari,Aprovat,6,0
48,2013,G1055,362463,Ordinari,Aprovat,6.1,0
48,2013,G1055,362465,Ordinari,Notable,8,0
48,2013,G1055,362466,Ordinari,Aprovat,5.4,0
48,2013,G1055,362467,Ordinari,Aprovat,6.5,0
48,2013,G1055,362470,Ordinari,Aprovat,6,0
48,2013,G1055,362504,Ordinari,Notable,7,0
48,2013,G1055,362507,Ordinari,Aprovat,6.5,0
48,2014,G1055,362455,Ordinari,Notable,8,0
48,2014,G1055,362457,Ordinari,Aprovat,6,0
48,2014,G1055,362464,Ordinari,Notable,7,0
48,2014,G1055,362468,Ordinari,Aprovat,6.5,0
48,2014,G1055,362483,Ordinari,Aprovat,6.7,0
48,2014,G1055,362485,Ordinari,Aprovat,5,0
48,2014,G1055,362493,Ordinari,Notable,8,0
48,2014,G1055,362502,Ordinari,Aprovat,5.2,0
48,2014,G1055,362503,Ordinari,Excel·lent,9,0
48,2014,G1055,362765,Ordinari,Excel·lent,9,0
48,2014,G1055,362766,Rec. Enseny propi i Exp. Professional,,0,0
51,2011,G1055,362442,Ordinari,Excel·lent,9,0
51,2011,G1055,362446,Ordinari,Aprovat,5,0
51,2011,G1055,362447,Ordinari,Aprovat,6,0
51,2011,G1055,362449,Ordinari,Notable,8.5,0
51,2011,G1055,362450,Ordinari,Notable,8,0
51,2011,G1055,362451,Ordinari,Matrícula d'Honor,10,0
51,2012,G1055,362441,Reconeixement d'estudis previs,Aprovat,6,0
51,2012,G1055,362443,Reconeixement d'estudis previs,Aprovat,6,0
51,2012,G1055,362444,Reconeixement d'estudis previs,Notable,7,0
51,2012,G1055,362448,Ordinari,Notable,7.2,0
51,2012,G1055,362453,Ordinari,Notable,8,0
51,2012,G1055,362454,Ordinari,Aprovat,6,0
51,2012,G1055,362456,Ordinari,Notable,7,0
51,2012,G1055,362459,Ordinari,Excel·lent,9,0
51,2012,G1055,362465,Reconeixement d'estudis previs,Notable,7.8,0
51,2012,G1055,362466,Reconeixement d'estudis previs,Notable,7,0
51,2012,G1055,362467,Reconeixement d'estudis previs,Notable,7,0
51,2012,G1055,362469,Ordinari,Notable,7,0
51,2012,G1055,362471,Reconeixement d'estudis previs,Notable,7.8,0
51,2012,G1055,362472,Reconeixement d'estudis previs,Notable,7.5,0
51,2013,G1055,362452,Ordinari,Matrícula d'Honor,10,0
51,2013,G1055,362458,Ordinari,Aprovat,5,0
51,2013,G1055,362460,Ordinari,Notable,7,0
51,2013,G1055,362461,Ordinari,Notable,8,0
51,2013,G1055,362470,Ordinari,Aprovat,5,0
51,2013,G1055,362507,Ordinari,Aprovat,5.6,0
51,2013,G1055,399004,Reconeixement de crèdits,,0,0
51,2014,G1055,362455,Ordinari,Suspens,2.1,0
51,2014,G1055,362462,Ordinari,Notable,7.5,0
51,2014,G1055,362463,Ordinari,Aprovat,6,0
51,2014,G1055,362468,Ordinari,Notable,7.3,0
51,2014,G1055,362490,Ordinari,Notable,8,0
51,2014,G1055,362493,Ordinari,Excel·lent,9.5,0
51,2014,G1055,364731,Ordinari,Notable,8.3,0
52,2009,G1055,362441,Reconeixement d'estudis previs,,0,0
52,2009,G1055,362443,Reconeixement d'estudis previs,Excel·lent,9,0
52,2009,G1055,362444,Ordinari,Suspens,2.8,5.3
52,2009,G1055,362447,Ordinari,Aprovat,5.4,0
52,2009,G1055,362448,Ordinari,Aprovat,5.5,0
52,2009,G1055,362449,Ordinari,Notable,7,0
52,2009,G1055,362450,Ordinari,Aprovat,5.5,0
52,2009,G1055,362451,Reconeixement d'estudis previs,Aprovat,6,0
52,2010,G1055,362442,Ordinari,Suspens,2.8,5
52,2010,G1055,362446,Ordinari,Suspens,2.5,2.5
52,2010,G1055,362452,Ordinari,Aprovat,5.6,0
52,2010,G1055,362453,Ordinari,Notable,7,0
52,2010,G1055,362454,Ordinari,Aprovat,5.4,0
52,2010,G1055,362456,Ordinari,Aprovat,5,0
52,2010,G1055,362465,Reconeixement d'estudis previs,Aprovat,6,0
52,2010,G1055,362466,Reconeixement d'estudis previs,Aprovat,6,0
52,2010,G1055,362469,Ordinari,No presentat,0,0
52,2010,G1055,362471,Reconeixement d'estudis previs,Aprovat,6,0
52,2010,G1055,362472,Reconeixement d'estudis previs,Notable,7,0
52,2011,G1055,362446,Ordinari,Suspens,4.2,0
52,2011,G1055,362458,Ordinari,Aprovat,6.3,0
52,2011,G1055,362459,Ordinari,Aprovat,5.5,0
52,2011,G1055,362460,Ordinari,Notable,7.3,0
52,2011,G1055,362461,Ordinari,Notable,7.2,0
52,2011,G1055,362462,Ordinari,Suspens,3,6
52,2011,G1055,362469,Ordinari,Aprovat,5.5,0
52,2011,G1055,362507,Ordinari,Aprovat,5.5,0
52,2012,G1055,362446,Reconeixement d'estudis previs,Excel·lent,9,0
52,2012,G1055,362455,Ordinari,Notable,7,0
52,2012,G1055,362457,Ordinari,Suspens,1.6,0
52,2012,G1055,362463,Ordinari,Notable,7.6,0
52,2012,G1055,362464,Ordinari,Aprovat,6.5,0
52,2012,G1055,362467,Ordinari,Aprovat,6,0
52,2012,G1055,362468,Ordinari,Notable,7.2,0
52,2012,G1055,362470,Ordinari,Aprovat,6,0
52,2012,G1055,362484,Reconeixement d'estudis previs,Aprovat,6,0
52,2012,G1055,362488,Ordinari,Notable,7.5,0
52,2012,G1055,362765,Ordinari,Aprovat,5,0
52,2012,G1055,362766,Ordinari,Notable,8,0
52,2013,G1055,362457,Ordinari,Aprovat,5,0
52,2013,G1055,362473,Ordinari,Notable,7,0
52,2013,G1055,399004,Reconeixement de crèdits,,0,0
52,2013,G1055,399005,Reconeixement de crèdits,,0,0
53,2010,G1055,362441,Reconeixement d'estudis previs,,0,0
53,2010,G1055,362442,Ordinari,Excel·lent,9.7,0
53,2010,G1055,362443,Reconeixement d'estudis previs,Excel·lent,9,0
53,2010,G1055,362444,Reconeixement d'estudis previs,Notable,8,0
53,2010,G1055,362446,Ordinari,Matrícula d'Honor,10,0
53,2010,G1055,362447,Ordinari,No presentat,0,7
53,2010,G1055,362448,Ordinari,Excel·lent,10,0
53,2010,G1055,362449,Ordinari,Notable,8,0
53,2010,G1055,362450,Ordinari,Excel·lent,9,0
53,2010,G1055,362451,Reconeixement d'estudis previs,Excel·lent,9,0
53,2010,G1055,362465,Reconeixement d'estudis previs,Excel·lent,9,0
53,2010,G1055,362471,Reconeixement d'estudis previs,Excel·lent,9,0
53,2010,G1055,362472,Reconeixement d'estudis previs,Excel·lent,9,0
53,2011,G1055,362452,Ordinari,Notable,8.3,0
53,2011,G1055,362454,Ordinari,Notable,8,0
53,2011,G1055,362456,Ordinari,Aprovat,6.7,0
53,2011,G1055,362459,Ordinari,No presentat,0,0
53,2011,G1055,362461,Ordinari,No presentat,0,0
53,2011,G1055,362469,Ordinari,No presentat,0,0
56,2010,G1055,362442,Ordinari,Excel·lent,9.2,0
56,2010,G1055,362444,Ordinari,Notable,7,0
56,2010,G1055,362446,Ordinari,Aprovat,5.5,0
56,2010,G1055,362447,Ordinari,No presentat,0,0
56,2010,G1055,362448,Ordinari,Suspens,0.2,0
57,2013,G1055,362442,Ordinari,Suspens,2.5,0
57,2013,G1055,362444,Ordinari,Suspens,1.5,0
57,2013,G1055,362447,Ordinari,No presentat,0,0
57,2013,G1055,362450,Ordinari,No presentat,0,0
57,2013,G1055,362451,Ordinari,Suspens,3,0
59,2009,G1055,362441,Ordinari,Notable,7.9,0
59,2009,G1055,362442,Ordinari,Matrícula d'Honor,9.3,0
59,2009,G1055,362443,Ordinari,Notable,7.6,0
59,2009,G1055,362444,Ordinari,Notable,8.5,0
59,2009,G1055,362446,Ordinari,Excel·lent,9,0
59,2009,G1055,362447,Ordinari,No presentat,0,0
59,2009,G1055,362448,Ordinari,Excel·lent,9,0
59,2009,G1055,362449,Ordinari,Excel·lent,9,0
59,2009,G1055,362450,Ordinari,No presentat,0,5.8
59,2009,G1055,362451,Ordinari,No presentat,0,0
59,2010,G1055,362451,Ordinari,No presentat,0,0
59,2010,G1055,362452,Ordinari,No presentat,0,8.7
59,2010,G1055,362453,Ordinari,Excel·lent,9,0
59,2010,G1055,362454,Ordinari,No presentat,0,6
59,2010,G1055,362456,Ordinari,No presentat,0,9.5
59,2011,G1055,362447,Ordinari,Aprovat,5.6,0
59,2011,G1055,362451,Ordinari,Aprovat,6.4,0
59,2011,G1055,362460,Ordinari,Excel·lent,9,0
59,2011,G1055,362462,Ordinari,Notable,8,0
59,2011,G1055,362466,Ordinari,Notable,7,0
59,2011,G1055,362507,Ordinari,Notable,8.5,0
59,2012,G1055,362455,Ordinari,No presentat,0,0
59,2012,G1055,362457,Ordinari,No presentat,0,0
59,2012,G1055,362458,Ordinari,Notable,8.1,0
59,2012,G1055,362459,Ordinari,Suspens,4.1,0
59,2012,G1055,362461,Ordinari,Notable,7,0
59,2012,G1055,362463,Ordinari,Notable,8,0
59,2012,G1055,362464,Ordinari,Excel·lent,9,0
59,2012,G1055,362465,Ordinari,Aprovat,5,0
59,2012,G1055,362467,Ordinari,Notable,8,0
59,2012,G1055,362469,Ordinari,Aprovat,5,0
59,2012,G1055,362470,Ordinari,Aprovat,5,0
59,2013,G1055,362455,Ordinari,Notable,7.6,0
59,2013,G1055,362457,Ordinari,Aprovat,5.3,0
59,2013,G1055,362459,Ordinari,Suspens,2.8,0
59,2013,G1055,362468,Ordinari,Aprovat,5,0
59,2013,G1055,362475,Ordinari,Suspens,3,0
59,2013,G1055,362484,Ordinari,Notable,7.5,0
59,2013,G1055,362485,Ordinari,Notable,7.5,0
59,2013,G1055,362488,Ordinari,Excel·lent,9.5,0
59,2013,G1055,362502,Ordinari,Aprovat,6,0
59,2013,G1055,362503,Ordinari,Excel·lent,9,0
59,2013,G1055,362504,Ordinari,Aprovat,5.7,0
59,2013,G1055,362505,Ordinari,Notable,8.8,0
59,2013,G1055,362765,Ordinari,No presentat,0,0
59,2013,G1055,364616,Ordinari,Aprovat,5.4,0
59,2014,G1055,362459,Febrer,No presentat,0,0
59,2014,G1055,362459,Ordinari,No presentat,0,0
59,2014,G1055,362490,Febrer,No presentat,0,0
59,2014,G1055,362490,Ordinari,No presentat,0,0
59,2014,G1055,362493,Febrer,No presentat,0,0
59,2014,G1055,362493,Ordinari,No presentat,0,0
59,2014,G1055,362765,Febrer,No presentat,0,0
59,2014,G1055,362765,Ordinari,No presentat,0,0
60,2009,G1055,362441,Ordinari,No presentat,0,0
60,2009,G1055,362443,Ordinari,No presentat,0,0
60,2009,G1055,362444,Ordinari,No presentat,0,0
60,2009,G1055,362446,Ordinari,No presentat,0,0
60,2009,G1055,362447,Ordinari,No presentat,0,0
60,2009,G1055,362449,Ordinari,No presentat,0,0
65,2014,G1055,362442,Ordinari,Aprovat,6.7,0
65,2014,G1055,362443,Ordinari,Aprovat,5,0
65,2014,G1055,362446,Ordinari,Suspens,3,0
65,2014,G1055,362451,Ordinari,Aprovat,6,0
65,2014,G1055,362452,Ordinari,Aprovat,5,0
67,2013,G1055,362441,Ordinari,Notable,7,0
67,2013,G1055,362442,Ordinari,Notable,7,0
67,2013,G1055,362443,Ordinari,Notable,8,0
67,2013,G1055,362444,Ordinari,Notable,7.5,0
67,2013,G1055,362446,Ordinari,Notable,7.1,0
67,2013,G1055,362447,Ordinari,Notable,7,0
67,2013,G1055,362448,Ordinari,Aprovat,5.7,0
67,2013,G1055,362449,Ordinari,Notable,8.5,0
67,2013,G1055,362450,Ordinari,Aprovat,6,0
67,2013,G1055,362451,Ordinari,Aprovat,6.1,0
67,2014,G1055,362452,Ordinari,Notable,7,0
67,2014,G1055,362453,Ordinari,Notable,7,0
67,2014,G1055,362454,Ordinari,Aprovat,6,0
67,2014,G1055,362456,Ordinari,Notable,8.4,0
67,2014,G1055,362458,Ordinari,Notable,8.5,0
67,2014,G1055,362459,Ordinari,Notable,8.3,0
67,2014,G1055,362461,Ordinari,Notable,7,0
67,2014,G1055,362469,Ordinari,Notable,7,0
69,2009,G1055,362441,Ordinari,Aprovat,6,0
69,2009,G1055,362443,Reconeixement d'estudis previs,Aprovat,6,0
69,2009,G1055,362444,Ordinari,Notable,7.1,0
69,2009,G1055,362446,Ordinari,Notable,8,0
69,2009,G1055,362448,Ordinari,Notable,8,0
69,2010,G1055,362442,Ordinari,Excel·lent,9.1,0
69,2010,G1055,362447,Ordinari,Notable,7.3,0
69,2010,G1055,362449,Ordinari,Excel·lent,9,0
69,2010,G1055,362450,Ordinari,Excel·lent,9,0
69,2010,G1055,362451,Reconeixement d'estudis previs,Notable,8,0
69,2011,G1055,362452,Ordinari,Notable,8.5,0
69,2011,G1055,362453,Ordinari,Notable,8.1,0
69,2011,G1055,362456,Ordinari,Excel·lent,9,0
69,2011,G1055,362458,Ordinari,Notable,8.3,0
69,2011,G1055,362459,Ordinari,Notable,7,0
69,2011,G1055,362461,Ordinari,Notable,7.5,0
69,2011,G1055,362471,Reconeixement d'estudis previs,Notable,8.5,0
69,2011,G1055,362472,Reconeixement d'estudis previs,Notable,7,0
69,2012,G1055,362454,Ordinari,Notable,7,0
69,2012,G1055,362460,Ordinari,Notable,7.5,0
69,2012,G1055,362462,Ordinari,Matrícula d'Honor,9,0
69,2012,G1055,362463,Ordinari,Notable,7.2,0
69,2012,G1055,362466,Reconeixement d'estudis previs,Notable,7,0
69,2012,G1055,362467,Ordinari,Notable,8,0
69,2012,G1055,362469,Ordinari,Excel·lent,9,0
69,2013,G1055,362455,Ordinari,Notable,8,0
69,2013,G1055,362464,Ordinari,Notable,7.9,0
69,2013,G1055,362465,Reconeixement d'estudis previs,Notable,8,0
69,2013,G1055,362468,Ordinari,Notable,7.8,0
69,2013,G1055,362470,Ordinari,No presentat,0,0
69,2013,G1055,362483,Ordinari,Notable,7.7,0
69,2013,G1055,362497,Reconeixement d'estudis previs,Notable,8,0
69,2013,G1055,362499,Ordinari,Notable,8.6,0
69,2013,G1055,362507,Ordinari,Excel·lent,9,0
69,2013,G1055,399004,Reconeixement de crèdits,,0,0
69,2014,G1055,362457,Febrer,No presentat,0,0
69,2014,G1055,362457,Ordinari,Suspens,0,0
69,2014,G1055,362470,Febrer,No presentat,0,0
69,2014,G1055,362470,Ordinari,No presentat,0,0
69,2014,G1055,362479,Febrer,No presentat,0,0
69,2014,G1055,362479,Ordinari,No presentat,0,0
69,2014,G1055,362506,Febrer,No presentat,0,0
69,2014,G1055,362506,Ordinari,No presentat,0,0
69,2014,G1055,362765,Febrer,No presentat,0,0
69,2014,G1055,362765,Ordinari,No presentat,0,0
71,2010,G1055,362441,Ordinari,No presentat,0,0
71,2010,G1055,362442,Ordinari,Excel·lent,9,0
71,2010,G1055,362443,Ordinari,No presentat,0,0
71,2010,G1055,362444,Ordinari,Notable,8.3,0
71,2010,G1055,362446,Ordinari,Notable,8.5,0
71,2010,G1055,362447,Ordinari,Notable,8.4,0
71,2010,G1055,362448,Ordinari,Notable,8,0
71,2010,G1055,362449,Ordinari,Matrícula d'Honor,9.5,0
71,2010,G1055,362450,Ordinari,No presentat,0,6
71,2010,G1055,362451,Ordinari,Matrícula d'Honor,9.6,0
71,2011,G1055,362441,Reconeixement d'estudis previs,,0,0
71,2011,G1055,362443,Reconeixement d'estudis previs,Aprovat,6,0
71,2011,G1055,362452,Ordinari,Matrícula d'Honor,10,0
71,2011,G1055,362454,Ordinari,Matrícula d'Honor,9.8,0
71,2011,G1055,362456,Ordinari,Matrícula d'Honor,10,0
71,2011,G1055,362458,Reconeixement d'estudis previs,Aprovat,6,0
71,2011,G1055,362459,Ordinari,Matrícula d'Honor,10,0
71,2011,G1055,362461,Ordinari,Matrícula d'Honor,10,0
71,2011,G1055,362469,Ordinari,Matrícula d'Honor,10,0
71,2012,G1055,362453,Ordinari,Matrícula d'Honor,9.6,0
71,2012,G1055,362460,Reconeixement d'estudis previs,Notable,8,0
71,2012,G1055,362462,Ordinari,Matrícula d'Honor,10,0
71,2012,G1055,362463,Ordinari,Notable,8.3,0
71,2012,G1055,362465,Ordinari,Notable,8.5,0
71,2012,G1055,362466,Reconeixement d'estudis previs,Aprovat,6,0
71,2012,G1055,362467,Ordinari,Matrícula d'Honor,10,0
71,2012,G1055,362470,Ordinari,Excel·lent,9.5,0
71,2012,G1055,362482,Ordinari,Notable,7,0
71,2012,G1055,362507,Ordinari,Matrícula d'Honor,10,0
71,2013,G1055,362455,Ordinari,Matrícula d'Honor,10,0
71,2013,G1055,362457,Ordinari,Notable,8,0
71,2013,G1055,362464,Ordinari,Excel·lent,9,0
71,2013,G1055,362468,Ordinari,Matrícula d'Honor,9.2,0
71,2013,G1055,362471,Ordinari,Excel·lent,9,0
71,2013,G1055,362474,Ordinari,Notable,7,0
71,2013,G1055,362475,Ordinari,Notable,8.5,0
71,2013,G1055,362476,Ordinari,Excel·lent,9,0
71,2013,G1055,362490,Ordinari,Notable,7.3,0
71,2013,G1055,362499,Ordinari,Aprovat,6,0
71,2013,G1055,362504,Ordinari,No presentat,0,0
71,2013,G1055,362765,Ordinari,Notable,7.8,0
71,2013,G1055,362766,Rec. Enseny propi i Exp. Professional,,0,0
71,2013,G1055,399004,Reconeixement de crèdits,,0,0
75,2013,G1055,362441,Reconeixement d'estudis previs,Notable,8,0
75,2013,G1055,362442,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362443,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362444,Reconeixement d'estudis previs,Notable,8,0
75,2013,G1055,362446,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362447,Ordinari,No presentat,0,0
75,2013,G1055,362448,Ordinari,Suspens,3.2,0
75,2013,G1055,362449,Ordinari,Suspens,4.2,0
75,2013,G1055,362450,Ordinari,Suspens,4.5,0
75,2013,G1055,362451,Ordinari,Suspens,3.6,0
75,2013,G1055,362452,Ordinari,Aprovat,5,0
75,2013,G1055,362453,Ordinari,Suspens,2.5,0
75,2013,G1055,362454,Ordinari,Suspens,4.5,0
75,2013,G1055,362456,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362458,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362459,Reconeixement d'estudis previs,Notable,8,0
75,2013,G1055,362461,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362462,Reconeixement d'estudis previs,Aprovat,6,0
75,2013,G1055,362469,Ordinari,Suspens,3.5,0
76,2010,G1055,362441,Reconeixement d'estudis previs,,0,0
76,2010,G1055,362442,Ordinari,Suspens,3.7,7
76,2010,G1055,362444,Ordinari,No presentat,0,5
76,2010,G1055,362448,Ordinari,No presentat,0,3.8
76,2010,G1055,362449,Ordinari,Suspens,2.4,3.1
76,2010,G1055,362450,Ordinari,Suspens,2.5,2.5
76,2011,G1055,362446,Ordinari,No presentat,0,0
76,2011,G1055,362447,Ordinari,Aprovat,6,0
76,2011,G1055,362448,Ordinari,Suspens,4.2,0
76,2011,G1055,362449,Ordinari,Aprovat,6.7,0
76,2011,G1055,362450,Ordinari,No presentat,0,0
76,2011,G1055,362451,Ordinari,Suspens,3.5,0
76,2012,G1055,362443,Reconeixement d'estudis previs,Aprovat,6,0
76,2012,G1055,362446,Ordinari,Aprovat,5,0
76,2012,G1055,362448,Ordinari,No presentat,0,0
76,2012,G1055,362450,Ordinari,No presentat,0,0
76,2012,G1055,362451,Ordinari,Aprovat,5,0
76,2012,G1055,362453,Ordinari,Aprovat,5,0
76,2012,G1055,362454,Ordinari,Aprovat,5,0
76,2012,G1055,362456,Ordinari,No presentat,0,0
76,2012,G1055,362459,Reconeixement d'estudis previs,Aprovat,6,0
